idx,question_type,dataset,kind,correct,tokens,time_s,tok_per_s,forwards,gt_first,pred_first
185,"Handwriting Recognition","IAM",diff,1,256,5.07,50.5,5,"every","The word in the image is "every".<eos><eos><eos><eos><eos><eos><eos><eos><eos><e"
186,"Handwriting Recognition","IAM",diff,1,256,4.05,63.3,3,"service","The image contains the word "service" written in a cursive script.<eos><eos><eos"
187,"Handwriting Recognition","IAM",diff,0,256,4.03,63.4,3,"while","The word written in the image is "white".<eos><eos><eos><eos><eos><eos><eos><eos"
188,"Handwriting Recognition","IAM",diff,1,256,4.5,56.9,4,"most","The image contains the word "most" written in cursive.<eos><eos><eos><eos><eos><"
189,"Handwriting Recognition","IAM",diff,0,256,5.1,50.2,5,"soul","The image contains the word "fail" written in a cursive  handwritten style.<eos>"
190,"Handwriting Recognition","IAM",diff,1,256,5.13,49.9,5,"facts","The image contains the word "facts" written in cursive.<eos><eos><eos><eos><eos>"
191,"Handwriting Recognition","IAM",diff,0,256,4.67,54.9,4,"sought","The image contains the handwritten word "Scung".<eos><eos><eos><eos><eos><eos><e"
192,"Handwriting Recognition","IAM",diff,1,256,4.05,63.3,3,"understand","The word written in the image is "understand".<turn|><eos><eos><eos><eos><eos><e"
193,"Handwriting Recognition","IAM",diff,0,256,6.65,38.5,8,"knew","The image contains a handwritten signature that appears to be "hner".<eos><eos><"
194,"Handwriting Recognition","IAM",diff,1,256,5.08,50.4,5,"Dover","The image contains the word "Dover" written in a cursive or handwritten font.<eo"
195,"Handwriting Recognition","IAM",diff,1,256,4.54,56.4,4,"homage","The image contains the handwritten word "homage".<eos><eos><eos><eos><eos><eos><"
196,"Handwriting Recognition","IAM",diff,0,256,5.19,49.3,5,"saturated","The word written in the image is "natural".".<eos><eos><eos><eos><eos><eos><eos>"
197,"Handwriting Recognition","IAM",diff,0,256,5.08,50.3,5,"male","The image contains the word "maile" written in a cursive script.<eos><eos><eos><"
198,"Handwriting Recognition","IAM",diff,1,256,4.56,56.1,4,"said","The image contains the word "said".<eos><eos><eos><eos><eos><eos><eos><eos><eos>"
199,"Handwriting Recognition","IAM",diff,1,256,4.99,51.3,5,"introduced","The text in the image is:  **introduced**<eos><eos><eos><eos><eos><eos><eos><eos"
200,"Digit String Recognition","ORAND",diff,1,256,3.5,73.2,2,"5743","The number in the image is 5743.<turn|><eos><eos><eos><eos><eos><eos><eos><eos><"
201,"Digit String Recognition","ORAND",diff,1,256,3.46,74.0,2,"1056","The number in the image is 1056.<turn|><eos><eos><eos><eos><eos><eos><eos><eos><"
202,"Digit String Recognition","ORAND",diff,1,256,3.57,71.6,2,"2800","The number in the image is 2800.<turn|><eos><eos><eos><eos><eos><eos><eos><eos><"
203,"Digit String Recognition","ORAND",diff,0,256,5.53,46.3,6,"8548","The number in the image is **874**.<eos><eos><eos><eos><eos><eos><eos><eos><eos>"
204,"Digit String Recognition","ORAND",diff,1,256,4.53,56.5,4,"2590","The number in the image is 2590.<eos><eos><eos><eos><eos><eos><eos><eos><eos><eo"
205,"Digit String Recognition","ORAND",diff,1,256,3.46,74.0,2,"5605","The number in the image is 5605.<eos><eos><eos><eos><eos><eos><eos><eos><eos><eo"
206,"Digit String Recognition","ORAND",diff,0,256,4.52,56.7,4,"3818","The number in the image is 38/8.<turn|><eos><eos><eos><eos><eos><eos><eos><eos><"
207,"Digit String Recognition","ORAND",diff,1,256,3.43,74.6,2,"1684","The number in the image is 1684.<eos><eos><eos><eos><eos><eos><eos><eos><eos><eo"
208,"Digit String Recognition","ORAND",diff,1,256,4.01,63.8,3,"1770","The number in the image is 1770.<eos><eos><eos><eos><eos><eos><eos><eos><eos><eo"
209,"Digit String Recognition","ORAND",diff,1,256,3.44,74.3,2,"92548","The number in the image is 92548.<turn|><eos><eos><eos><eos><eos><eos><eos><eos>"
210,"Digit String Recognition","ORAND",diff,1,256,3.45,74.2,2,"25100","The number in the image is 25100.<turn|><eos><eos><eos><eos><eos><eos><eos><eos>"
211,"Digit String Recognition","ORAND",diff,1,256,4.54,56.4,4,"7275","The number in the image is 7275.<eos><eos><eos><eos><eos><eos><eos><eos><eos><eo"
212,"Digit String Recognition","ORAND",diff,1,256,3.53,72.5,2,"4053","The number in the image is 4053.<eos><eos><eos><eos><eos><eos><eos><eos><eos><eo"
213,"Digit String Recognition","ORAND",diff,0,256,4.56,56.1,4,"6262","The number in the image is 2662.<eos><eos><eos><eos><eos><eos><eos><eos><eos><eo"
214,"Digit String Recognition","ORAND",diff,1,256,3.64,70.4,2,"38772","The number in the image is 38772.<turn|><eos><eos><eos><eos><eos><eos><eos><eos>"
215,"Digit String Recognition","ORAND",diff,0,256,4.57,56.0,4,"33779","The number in the image is 33778.<eos><eos><eos><eos><eos><eos><eos><eos><eos><e"
216,"Digit String Recognition","ORAND",diff,1,256,4.06,63.1,3,"52868","The number in the image is 52868.<turn|><eos><eos><eos><eos><eos><eos><eos><eos>"
217,"Digit String Recognition","ORAND",diff,1,256,4.0,63.9,3,"13581","The number in the image is 13581.<eos><eos><eos><eos><eos><eos><eos><eos><eos><e"
218,"Digit String Recognition","ORAND",diff,1,256,4.01,63.9,3,"100972","The number in the image is 100972.<eos><eos><eos><eos><eos><eos><eos><eos><eos><"
219,"Digit String Recognition","ORAND",diff,1,256,3.51,72.9,2,"5063","The number in the image is 5063.<eos><eos><eos><eos><eos><eos><eos><eos><eos><eo"
220,"Digit String Recognition","ORAND",diff,1,256,4.61,55.5,4,"10628","The number in the image is 10628.<eos><eos><eos><eos><eos><eos><eos><eos><eos><e"
221,"Digit String Recognition","ORAND",diff,1,256,3.48,73.6,2,"2072","The number in the image is 2072.<eos><eos><eos><eos><eos><eos><eos><eos><eos><eo"
222,"Digit String Recognition","ORAND",diff,0,256,3.5,73.0,2,"9557","The number in the image is 8557.<turn|><eos><eos><eos><eos><eos><eos><eos><eos><"
223,"Digit String Recognition","ORAND",diff,1,256,3.45,74.3,2,"6776","The number in the image is 6776.<turn|><eos><eos><eos><eos><eos><eos><eos><eos><"
224,"Digit String Recognition","ORAND",diff,1,256,3.5,73.2,2,"8440","The number in the image is 8440.<turn|><eos><eos><eos><eos><eos><eos><eos><eos><"
225,"Digit String Recognition","ORAND",diff,0,256,5.01,51.1,5,"4189","The number in the image is **418**.<eos><eos><eos><eos><eos><eos><eos><eos><eos>"
226,"Digit String Recognition","ORAND",diff,1,256,3.53,72.5,2,"7936","The number in the image is 7936.<turn|><eos><eos><eos><eos><eos><eos><eos><eos><"
227,"Digit String Recognition","ORAND",diff,1,256,3.46,74.0,2,"4922","The number in the image is 4922.<turn|><eos><eos><eos><eos><eos><eos><eos><eos><"
228,"Digit String Recognition","ORAND",diff,1,256,3.51,72.9,2,"10806","The number in the image is 10806.<turn|><eos><eos><eos><eos><eos><eos><eos><eos>"
229,"Digit String Recognition","ORAND",diff,1,256,4.04,63.3,3,"17100","The number in the image is 17100.<eos><eos><eos><eos><eos><eos><eos><eos><eos><e"
230,"Digit String Recognition","ORAND",diff,0,256,5.54,46.2,6,"8000","The number in the image is **808**.<eos><eos><eos><eos><eos><eos><eos><eos><eos>"
231,"Digit String Recognition","ORAND",diff,1,256,4.03,63.4,3,"25154","The number in the image is 25154.<eos><eos><eos><eos><eos><eos><eos><eos><eos><e"
232,"Digit String Recognition","ORAND",diff,1,256,3.48,73.6,2,"15950","The number in the image is 15950.<turn|><eos><eos><eos><eos><eos><eos><eos><eos>"
233,"Digit String Recognition","ORAND",diff,1,256,3.96,64.6,3,"4950","The number in the image is 4950.<eos><eos><eos><eos><eos><eos><eos><eos><eos><eo"
234,"Digit String Recognition","ORAND",diff,1,256,4.01,63.8,3,"1570","The number in the image is 1570.<eos><eos><eos><eos><eos><eos><eos><eos><eos><eo"
235,"Digit String Recognition","ORAND",diff,1,256,3.37,76.0,2,"1416","The number in the image is 1416.<turn|><eos><eos><eos><eos><eos><eos><eos><eos><"
236,"Digit String Recognition","ORAND",diff,1,256,3.47,73.8,2,"1911","The number in the image is 1911.<turn|><eos><eos><eos><eos><eos><eos><eos><eos><"
237,"Digit String Recognition","ORAND",diff,1,256,3.39,75.5,2,"7500","The number in the image is 7500.<turn|><eos><eos><eos><eos><eos><eos><eos><eos><"
238,"Digit String Recognition","ORAND",diff,1,256,3.56,72.0,2,"7962","The number in the image is 7962.<turn|><eos><eos><eos><eos><eos><eos><eos><eos><"
239,"Digit String Recognition","ORAND",diff,1,256,3.92,65.3,3,"27299","The number in the image is 27299.<eos><eos><eos><eos><eos><eos><eos><eos><eos><e"
240,"Digit String Recognition","ORAND",diff,0,256,5.05,50.7,5,"5579","The image contains the number **559**.<eos><eos><eos><eos><eos><eos><eos><eos><e"
241,"Digit String Recognition","ORAND",diff,1,256,3.49,73.4,2,"3420","The number in the image is 3420.<eos><eos><eos><eos><eos><eos><eos><eos><eos><eo"
242,"Digit String Recognition","ORAND",diff,1,256,3.49,73.4,2,"8452","The number in the image is 8452.<turn|><eos><eos><eos><eos><eos><eos><eos><eos><"
243,"Digit String Recognition","ORAND",diff,1,256,4.1,62.4,3,"1931","The number in the image is 1931.<eos><eos><eos><eos><eos><eos><eos><eos><eos><eo"
244,"Digit String Recognition","ORAND",diff,1,256,4.63,55.3,4,"5017","The number in the image is 5017.<eos><eos><eos><eos><eos><eos><eos><eos><eos><eo"
245,"Digit String Recognition","ORAND",diff,1,256,4.03,63.5,3,"209019","The number in the image is 209019.<eos><eos><eos><eos><eos><eos><eos><eos><eos><"
246,"Digit String Recognition","ORAND",diff,1,256,3.6,71.1,2,"1357","The number in the image is 1357.<eos><eos><eos><eos><eos><eos><eos><eos><eos><eo"
247,"Digit String Recognition","ORAND",diff,0,256,4.01,63.9,3,"76961","The number in the image is 7696.<eos><eos><eos><eos><eos><eos><eos><eos><eos><eo"
248,"Digit String Recognition","ORAND",diff,0,256,3.5,73.2,2,"31000","The number in the image is 31 000.<turn|><eos><eos><eos><eos><eos><eos><eos><eos"
249,"Digit String Recognition","ORAND",diff,1,256,3.42,75.0,2,"280272","The number in the image is 280272.<turn|><eos><eos><eos><eos><eos><eos><eos><eos"
250,"Non-Semantic Text Recognition","NonSemanticText",diff,1,256,8.85,28.9,12,"espt","The image contains the word "espt" repeated multiple times in a bold  dark  sans"
251,"Non-Semantic Text Recognition","NonSemanticText",diff,1,256,5.6,45.7,6,"caiognr","The image contains the word "caiognr".<eos><eos><eos><eos><eos><eos><eos><eos><e"
252,"Non-Semantic Text Recognition","NonSemanticText",diff,1,256,4.72,54.3,4,"DOINVSDA","The text written in the image is:  **DOINVSDA**<eos><eos><eos><eos><eos><eos><eo"
253,"Non-Semantic Text Recognition","NonSemanticText",diff,1,256,4.43,57.8,4,"NLIADOG","The text in the image is:  **NLIADOG**<eos><eos><eos><eos><eos><eos><eos><eos><e"
254,"Non-Semantic Text Recognition","NonSemanticText",diff,1,256,5.64,45.4,6,"ianCpagm","The image contains the text "ianCpagm" in a black font against a yellow backgrou"
255,"Non-Semantic Text Recognition","NonSemanticText",diff,1,256,5.58,45.9,6,"habiJs","The image contains the text "habiJs".<eos><eos><eos><eos><eos><eos><eos><eos><eo"
256,"Non-Semantic Text Recognition","NonSemanticText",diff,1,256,4.51,56.7,4,"IISNAD","The image contains the word **IISNAD**.<eos><eos><eos><eos><eos><eos><eos><eos><"
257,"Non-Semantic Text Recognition","NonSemanticText",diff,1,256,5.57,45.9,6,"OALFVR","The image contains the word "OALFVR" written in green  capital letters.<eos><eos"
258,"Non-Semantic Text Recognition","NonSemanticText",diff,1,256,6.66,38.4,8,"tpti","The image contains the text "tpti" repeated multiple times in a black  serif fon"
259,"Non-Semantic Text Recognition","NonSemanticText",diff,1,256,5.63,45.5,6,"ANKBNIG","The image contains the word **ANKBNIG** in white capital letters.<eos><eos><eos>"
260,"Non-Semantic Text Recognition","NonSemanticText",diff,1,256,4.49,57.1,4,"idUnte","The image contains the text "idUnte".<eos><eos><eos><eos><eos><eos><eos><eos><eo"
261,"Non-Semantic Text Recognition","NonSemanticText",diff,1,256,5.06,50.5,5,"Fzzu","The image contains the word "Fzzu" repeated multiple times.<eos><eos><eos><eos><"
262,"Non-Semantic Text Recognition","NonSemanticText",diff,1,256,4.59,55.8,4,"ntishgcwi","The image contains the text: **ntishgcwi**<eos><eos><eos><eos><eos><eos><eos><eo"
263,"Non-Semantic Text Recognition","NonSemanticText",diff,1,256,4.52,56.7,4,"fitnuf","The image contains the word **fitnuf**.<eos><eos><eos><eos><eos><eos><eos><eos><"
264,"Non-Semantic Text Recognition","NonSemanticText",diff,1,256,5.05,50.7,5,"RDSEEONS","The text in the image is: **RDSEEONS**<eos><eos><eos><eos><eos><eos><eos><eos><e"
265,"Non-Semantic Text Recognition","NonSemanticText",diff,0,256,5.14,49.9,5,"TISPPIP","The image contains the word **TISPPPIP**.<eos><eos><eos><eos><eos><eos><eos><eos"
266,"Non-Semantic Text Recognition","NonSemanticText",diff,1,256,6.77,37.8,8,"VESREE","The image contains the word **VESREE** written in large  black  capital letters "
267,"Non-Semantic Text Recognition","NonSemanticText",diff,1,256,5.69,45.0,6,"yruo","The image contains the word "yruo" written in a green  stylized font.<eos><eos><"
268,"Non-Semantic Text Recognition","NonSemanticText",diff,1,256,5.6,45.7,6,"maek","The image contains the word "maek" written in a serif font.<eos><eos><eos><eos><"
269,"Non-Semantic Text Recognition","NonSemanticText",diff,1,256,6.27,40.9,7,"wenarr","The image contains the word "wenarr".<eos><eos><eos><eos><eos><eos><eos><eos><eo"
270,"Non-Semantic Text Recognition","NonSemanticText",diff,1,256,5.02,51.0,5,"rievsec","The image contains the text: **rievsec**<turn|><eos><eos><eos><eos><eos><eos><eo"
271,"Non-Semantic Text Recognition","NonSemanticText",diff,1,256,9.47,27.0,13,"llac","The image contains the word **"llac"** written in a black  serif font against a "
272,"Non-Semantic Text Recognition","NonSemanticText",diff,1,256,5.08,50.4,5,"akwoksrit","The text written in the image is: **akwoksrit**<eos><eos><eos><eos><eos><eos><eo"
273,"Non-Semantic Text Recognition","NonSemanticText",diff,1,256,5.11,50.1,5,"hetha","The image contains the word "hetha".<eos><eos><eos><eos><eos><eos><eos><eos><eos"
274,"Non-Semantic Text Recognition","NonSemanticText",diff,1,256,5.06,50.5,5,"urcinsean","The image contains the text: **urcinsean**<turn|><eos><eos><eos><eos><eos><eos><"
275,"Non-Semantic Text Recognition","NonSemanticText",diff,1,256,6.12,41.8,7,"ewek","The image contains the word "ewek" repeated multiple times in a stylized  bold f"
276,"Non-Semantic Text Recognition","NonSemanticText",diff,1,256,6.12,41.8,7,"anbk","The image contains the text "anbk" written in a purple  stylized font against a "
277,"Non-Semantic Text Recognition","NonSemanticText",diff,1,256,4.56,56.2,4,"tniUs","The image contains the text **tniUs**.<eos><eos><eos><eos><eos><eos><eos><eos><e"
278,"Non-Semantic Text Recognition","NonSemanticText",diff,1,256,5.61,45.6,6,"coloCaac","The image contains the word "coloCaac" written in a dark red  sans-serif font.<e"
279,"Non-Semantic Text Recognition","NonSemanticText",diff,1,256,5.04,50.8,5,"meLtiid","The image contains the text: **meLtiid**<eos><eos><eos><eos><eos><eos><eos><eos>"
280,"Non-Semantic Text Recognition","NonSemanticText",diff,1,256,5.1,50.2,5,"cstuk","The image contains the word "cstuk" written in green  lowercase letters.<eos><eo"
281,"Non-Semantic Text Recognition","NonSemanticText",diff,0,256,5.54,46.2,6,"oCwrntsde","The image contains the text: **oCCwrntsde**<eos><eos><eos><eos><eos><eos><eos><e"
282,"Non-Semantic Text Recognition","NonSemanticText",diff,1,256,5.06,50.6,5,"PEAEC","The image contains the word **PEAEC** written in purple  serif capital letters.<"
283,"Non-Semantic Text Recognition","NonSemanticText",diff,1,256,6.18,41.4,7,"beabd","The image contains the word "beabd" followed by a period.<eos><eos><eos><eos><eo"
284,"Non-Semantic Text Recognition","NonSemanticText",diff,1,256,4.56,56.2,4,"TTREBE","The image contains the word **TTREBE**.<eos><eos><eos><eos><eos><eos><eos><eos><"
285,"Non-Semantic Text Recognition","NonSemanticText",diff,1,256,5.69,45.0,6,"eewr","The image contains the word "eewr" written in a lowercase  serif font.<eos><eos>"
286,"Non-Semantic Text Recognition","NonSemanticText",diff,1,256,5.65,45.3,6,"NABK","The image contains the text: **NABK**<eos><eos><eos><eos><eos><eos><eos><eos><eo"
287,"Non-Semantic Text Recognition","NonSemanticText",diff,1,256,5.1,50.2,5,"LEANDLEG","The text in the image is:  **LEANDLEG**<turn|><eos><eos><eos><eos><eos><eos><eos"
